@relation 'Road Accident Data, nominal'
@attribute 'Accident Year'{'Year 2000', 'Year 2001', 'Year 2002', 'Year 2003', 'Year 2004', 'Year 2005'}
@attribute 'Road Class' {Motorway, 'A(M)', A, B, C, Unclassified}
@attribute 'Speed Limit' {20, 30, 40, 50, 60, 70}
@attribute 'Junction Detail' {'Not a junction', Roundabout, 'Mini-roundabout', 'T,Y or staggered road', 'Slip road', Crossroads, 'Multiple juncion', 'Private drive or entrance', Other}
@attribute 'Day/Night?' {Day, Night}
@attribute 'Light Condition' {'lights lit', 'lights unlit', 'no lighting', 'lighting unknown'}
@attribute 'Weather Condition' {Fine, Raining, Snowing, 'Fog or mist', Other, Unknown}
@attribute 'High winds?' {Yes, No, Unknown}
@attribute 'Casualty Class' {'Driver or rider', Passenger, Pedestrian}
@attribute 'Sex of Casualty' {Male, Female}
@attribute 'Age of Casualty' real
@attribute 'Severity of Casualty' {Fatal, Serious}

@data
'Year 2004',A,60,Other,Night,'lights unlit',Fine,No,'Driver or rider',Female,28,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Female,24,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,33,Serious
'Year 2004',Unclassified,40,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,49,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,25,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Raining,No,'Driver or rider',Male,19,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,28,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,31,Fatal
'Year 2004',A,30,Crossroads,Day,'no lighting',Raining,No,Pedestrian,Male,50,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,50,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,51,Serious
'Year 2004',A,70,Crossroads,Night,'lights lit',Raining,No,Pedestrian,Male,33,Fatal
'Year 2004',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Female,35,Serious
'Year 2004',B,60,'T,Y or staggered road',Day,'no lighting',Fine,No,Passenger,Female,47,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,17,Fatal
'Year 2004',A,60,'Private drive or entrance',Night,'no lighting',Fine,No,Pedestrian,Female,13,Serious
'Year 2004',B,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,18,Fatal
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Female,33,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,24,Fatal
'Year 2004',Unclassified,60,'Not a junction',Night,'no lighting',Other,Unknown,'Driver or rider',Female,30,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,61.0,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,60,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,23,Serious
'Year 2004',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,20.0,Serious
'Year 2004',B,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,18,Serious
'Year 2004',B,60,'T,Y or staggered road',Night,'no lighting',Raining,No,'Driver or rider',Male,32,Serious
'Year 2004',A,40,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,39,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,39,Serious
'Year 2004',Unclassified,30,Crossroads,Night,'lights lit',Fine,No,Passenger,Male,17,Serious
'Year 2004',A,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,81,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,53,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,59,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Female,18,Serious
'Year 2004',A,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Female,24,Serious
'Year 2004',A,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Male,38.0,Serious
'Year 2004',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,77,Serious
'Year 2004',B,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,16,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,54,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,30,Serious
'Year 2004',Unclassified,60,'Not a junction',Night,'no lighting',Fine,No,Pedestrian,Male,5,Fatal
'Year 2004',A,60,'Not a junction',Night,'no lighting',Snowing,No,'Driver or rider',Male,20.0,Serious
'Year 2004',B,60,'Not a junction',Day,'lights lit',Raining,No,'Driver or rider',Male,58,Serious
'Year 2004',A,40,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,43,Serious
'Year 2004',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Female,33,Serious
'Year 2004',A,30,'Private drive or entrance',Day,'lights lit',Fine,No,'Driver or rider',Male,72,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Raining,No,'Driver or rider',Male,17,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Raining,No,Passenger,Female,17,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Snowing,Yes,Pedestrian,Male,15,Serious
'Year 2004',A,70,'T,Y or staggered road',Night,'no lighting',Fine,No,'Driver or rider',Male,82,Fatal
'Year 2004',A,70,'T,Y or staggered road',Night,'no lighting',Fine,No,Passenger,Female,75,Fatal
'Year 2004',Unclassified,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,17,Serious
'Year 2004',B,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,19,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,18,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,42,Serious
'Year 2004',A,60,Crossroads,Day,'no lighting',Fine,No,'Driver or rider',Female,63,Fatal
'Year 2004',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,Passenger,Female,66,Serious
'Year 2004',Unclassified,40,'Not a junction',Day,'lights lit',Raining,No,Pedestrian,Male,34,Serious
'Year 2004',A,60,Other,Day,'no lighting',Fine,No,'Driver or rider',Female,57,Serious
'Year 2004',A,60,Other,Day,'no lighting',Fine,No,'Driver or rider',Female,45,Serious
'Year 2004',A,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Male,30,Serious
'Year 2004',B,30,'Not a junction',Day,'lights lit',Fine,Yes,Pedestrian,Female,8,Serious
'Year 2004',Unclassified,30,Crossroads,Day,'no lighting',Fine,No,Pedestrian,Female,50,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,79,Serious
'Year 2004',A,30,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,33,Serious
'Year 2004',A,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,30,Fatal
'Year 2004',A,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,23,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,31,Serious
'Year 2004',A,70,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,39,Fatal
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,31,Fatal
'Year 2004',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,36,Serious
'Year 2004',A,70,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Female,18,Fatal
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,33,Serious
'Year 2004',B,60,Crossroads,Day,'no lighting',Raining,No,Passenger,Female,72,Serious
'Year 2004',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,28,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,57,Serious
'Year 2004',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Female,72,Serious
'Year 2004',B,30,'Not a junction',Night,'lights lit',Raining,Yes,'Driver or rider',Male,22.0,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting',Fine,No,Pedestrian,Male,15,Serious
'Year 2004',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,'Driver or rider',Male,21,Serious
'Year 2004',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,Passenger,Male,21,Fatal
'Year 2004',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,Passenger,Male,19,Fatal
'Year 2004',C,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,16,Serious
'Year 2004',C,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,16,Serious
'Year 2004',C,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Female,15,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,21,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,31,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Female,21,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,35,Serious
'Year 2004',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,56,Serious
'Year 2004',A,40,Crossroads,Day,'lights lit',Fine,No,Pedestrian,Female,41.0,Serious
'Year 2004',B,30,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Female,43,Serious
'Year 2004',A,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,38.0,Fatal
'Year 2004',A,40,'Not a junction',Day,'lights lit',Raining,No,'Driver or rider',Female,24,Serious
'Year 2004',A,40,'Not a junction',Day,'lights lit',Raining,No,Passenger,Female,2,Serious
'Year 2004',A,40,'Not a junction',Day,'lights lit',Raining,No,Passenger,Female,5,Serious
'Year 2004',Unclassified,30,Other,Night,'lights lit',Fine,No,Pedestrian,Female,19,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,27,Fatal
'Year 2004',Unclassified,60,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Male,42,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,26,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,39,Serious
'Year 2004',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,46,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,21,Fatal
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,20.0,Fatal
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,20.0,Serious
'Year 2004',A,30,Other,Day,'lights lit',Raining,No,Pedestrian,Female,18,Serious
'Year 2004',Unclassified,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,74,Fatal
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,42,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Passenger,Male,9.0,Serious
'Year 2004',B,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,48,Serious
'Year 2004',Unclassified,40,'Not a junction',Day,'lights lit',Fine,No,Passenger,Female,84,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,62,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting','Fog or mist',No,'Driver or rider',Male,28,Serious
'Year 2004',A,60,'Not a junction',Night,'no lighting','Fog or mist',No,'Driver or rider',Male,48,Serious
'Year 2004',Unclassified,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Male,39,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,3,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,40,Fatal
'Year 2004',A,30,'Not a junction',Day,'lights lit',Raining,No,Pedestrian,Male,25,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,16,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Male,13,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,30,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,35,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,31,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,39,Fatal
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,25,Fatal
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,60,Serious
'Year 2004',A,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,35,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Raining,No,'Driver or rider',Male,7,Serious
'Year 2004',Unclassified,30,Crossroads,Night,'lights lit',Fine,No,'Driver or rider',Male,35,Serious
'Year 2004',B,60,Other,Day,'no lighting',Fine,No,'Driver or rider',Male,26,Fatal
'Year 2004',Unclassified,60,Other,Night,'no lighting',Fine,No,Passenger,Male,17,Serious
'Year 2004',Unclassified,60,Other,Night,'no lighting',Fine,No,Passenger,Male,17,Serious
'Year 2004',Unclassified,40,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,39,Serious
'Year 2004',A,30,'Not a junction',Day,'no lighting',Raining,No,Pedestrian,Male,16,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,17,Serious
'Year 2004',A,60,'Private drive or entrance',Night,'no lighting',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Raining,No,'Driver or rider',Male,14,Serious
'Year 2004',A,60,'Slip road',Day,'lights lit',Fine,No,'Driver or rider',Male,87,Serious
'Year 2004',A,30,Roundabout,Day,'lights lit',Fine,No,Pedestrian,Male,55,Serious
'Year 2004',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,34,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,56,Serious
'Year 2004',A,60,Other,Day,'no lighting',Fine,No,'Driver or rider',Male,83,Serious
'Year 2004',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,'Driver or rider',Male,41.0,Fatal
'Year 2004',A,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,61.0,Serious
'Year 2004',B,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Female,33,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,31,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,37.0,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,31,Serious
'Year 2004',Unclassified,30,Roundabout,Night,'lights lit',Fine,No,Pedestrian,Male,19,Serious
'Year 2004',A,40,Crossroads,Day,'lights lit',Raining,No,'Driver or rider',Male,53,Serious
'Year 2004',A,40,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,39,Serious
'Year 2004',A,30,Other,Day,'lights lit',Raining,No,'Driver or rider',Male,33,Serious
'Year 2004',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,'Driver or rider',Male,19,Fatal
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,41.0,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,38.0,Serious
'Year 2004',Unclassified,60,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,52.0,Serious
'Year 2004',B,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,35,Serious
'Year 2004',B,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Male,46,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,12,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,12,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,33,Fatal
'Year 2004',A,60,Crossroads,Night,'no lighting','Fog or mist',No,'Driver or rider',Male,19,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,16,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,38.0,Serious
'Year 2004',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,20.0,Serious
'Year 2004',A,70,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,20.0,Fatal
'Year 2004',A,70,'T,Y or staggered road',Day,'lights lit',Fine,No,Passenger,Male,17,Serious
'Year 2004',A,70,'T,Y or staggered road',Day,'lights lit',Fine,No,Passenger,Male,31,Serious
'Year 2004',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Passenger,Male,21,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,81,Fatal
'Year 2004',A,40,'Not a junction',Night,'lights lit',Snowing,No,Passenger,Male,17,Serious
'Year 2004',Unclassified,60,'Private drive or entrance',Day,'no lighting',Fine,No,Passenger,Female,38.0,Serious
'Year 2004',A,70,Other,Day,'no lighting',Fine,No,'Driver or rider',Male,42,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,8,Serious
'Year 2004',A,70,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,44,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,43,Serious
'Year 2004',Unclassified,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,24,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,20.0,Fatal
'Year 2004',B,60,'T,Y or staggered road',Day,'lights lit',Raining,No,Passenger,Male,17,Serious
'Year 2004',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,22.0,Fatal
'Year 2004',Unclassified,30,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,44,Serious
'Year 2004',A,30,Crossroads,Night,'lights unlit',Fine,No,'Driver or rider',Male,42,Serious
'Year 2004',Unclassified,30,'Not a junction',Night,'lights lit',Raining,No,Pedestrian,Male,28,Serious
'Year 2004',Unclassified,30,Crossroads,Day,'lights lit',Fine,No,Passenger,Female,83,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,39,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,39,Serious
'Year 2004',A,70,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,81,Serious
'Year 2004',A,70,'Not a junction',Day,'no lighting',Raining,Yes,'Driver or rider',Male,41.0,Serious
'Year 2004',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Female,54,Serious
'Year 2004',Unclassified,30,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Male,56,Serious
'Year 2004',B,40,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,31,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Female,33,Serious
'Year 2004',Unclassified,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,27,Serious
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,80,Fatal
'Year 2004',B,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,83,Fatal
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,54,Fatal
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,54,Serious
'Year 2004',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,51,Serious
'Year 2004',Unclassified,30,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,53,Serious
'Year 2004',B,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,22.0,Serious
'Year 2004',A,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,19,Serious
